0,0.37992698/
1,0.38350767/
2,0.37127846/
3,0.36694884/
4,0.36032102/
5,0.36062872/
6,0.3389013/
7,0.34540468/
8,0.32063562/
9,0.29262513/
10,0.26538563/
11,0.2948839/
12,0.26381725/
13,0.2905988/
14,0.25782502/
15,0.25706553/
16,0.23178433/
17,0.25829968/
18,0.25587016/
19,0.24668817/
20,0.18509683/
21,0.14083523/
22,0.19641823/
23,0.1405971/
24,0.20029736/
25,0.16197431/
26,0.15750888/
27,0.19315106/
28,0.19699487/
29,0.20742285/
30,0.14182797/
31,0.15228435/
32,0.16856936/
33,0.16964903/
34,0.13214272/
35,0.13249929/
36,0.14523889/
37,0.13411032/
38,0.11793781/
39,0.1208009/
40,0.12657234/
41,0.14536558/
42,0.09271674/
43,0.07926538/
44,0.10895433/
45,0.17448479/
46,0.14658305/
47,0.13260217/
48,0.12265439/
49,0.07676883/
50,0.122794636/
51,0.10686596/
52,0.118587695/
53,0.17592168/
54,0.16648151/
55,0.11901586/
56,0.17532118/
57,0.13655111/
58,0.12054874/
59,0.10924155/
60,0.15780026/
61,0.116934314/
62,0.09514464/
63,0.104910724/
64,0.10383413/
65,0.18999803/
66,0.13826612/
67,0.10976727/
68,0.18464617/
69,0.13717239/
70,0.12562388/
71,0.105903104/
72,0.138562/
73,0.09546863/
74,0.10050063/
75,0.120954394/
76,0.09484369/
77,0.094279364/
78,0.08874425/
79,0.098917514/
80,0.08445498/
81,0.12839386/
82,0.14092024/
83,0.13995127/
84,0.11149792/
85,0.15732911/
86,0.07563903/
87,0.13547999/
88,0.20700614/
89,0.10512707/
90,0.21533936/
91,0.11109748/
92,0.12523197/
93,0.17146118/
94,0.12390806/
95,0.117213935/
96,0.1007249/
97,0.121565536/
98,0.0614836/
99,0.093303375/
100,0.15575002/
101,0.10327778/
102,0.12199122/
103,0.09180557/
104,0.05525809/
105,0.093530364/
106,0.20035303/
107,0.14192875/
108,0.109243214/
109,0.14546217/
110,0.08008453/
111,0.090031855/
112,0.093987554/
113,0.13484018/
114,0.1344909/
115,0.10138233/
116,0.08593176/
117,0.19562685/
118,0.11510332/
119,0.09159808/
120,0.1955429/
121,0.08048061/
122,0.095862955/
123,0.10791299/
124,0.11382448/
125,0.18296885/
126,0.08244985/
127,0.14050627/
128,0.08497323/
129,0.09326976/
130,0.13996683/
131,0.13480267/
132,0.12614004/
133,0.14626883/
134,0.18147957/
135,0.12427983/
136,0.084792875/
137,0.11039989/
138,0.13216923/
139,0.119406015/
140,0.073050335/
141,0.099595554/
142,0.15173319/
143,0.08955379/
144,0.123379916/
145,0.105950974/
146,0.13275214/
147,0.07652365/
148,0.0775859/
149,0.13388872/
150,0.09777114/
151,0.072452754/
152,0.109082416/
153,0.11758688/
154,0.0981889/
155,0.11164078/
156,0.13116302/
157,0.08334021/
158,0.19853309/
159,0.09235026/
160,0.13740021/
161,0.1275034/
162,0.155013/
163,0.16291311/
164,0.12594467/
165,0.090418875/
166,0.101222076/
167,0.11203806/
168,0.12755035/
169,0.098581955/
170,0.08904506/
171,0.14767528/
172,0.09568099/
173,0.10873514/
174,0.11886269/
175,0.11767048/
176,0.13806912/
177,0.11069514/
178,0.13351458/
179,0.093953505/
180,0.11279106/
181,0.07117772/
182,0.09979165/
183,0.1053525/
184,0.09047832/
185,0.11506821/
186,0.11159217/
187,0.0877258/
188,0.10618814/
189,0.12923054/
190,0.08249173/
191,0.13433313/
192,0.07034158/
193,0.083884716/
194,0.100185245/
195,0.08167337/
196,0.099067874/
197,0.092699654/
198,0.08847371/
199,0.07836832/
200,0.10496683/
201,0.1928117/
202,0.056498855/
203,0.20287606/
204,0.13407297/
205,0.08714907/
206,0.14816464/
207,0.11085247/
208,0.10775595/
209,0.09694919/
210,0.109840244/
211,0.1388427/
212,0.16745259/
213,0.08183367/
214,0.099751204/
215,0.09605171/
216,0.081181765/
217,0.123178825/
218,0.10295209/
219,0.13703758/
220,0.10378104/
221,0.10386789/
222,0.08254516/
223,0.098163/
224,0.11420945/
225,0.07998235/
226,0.067152165/
227,0.08741083/
228,0.05249034/
229,0.056739226/
230,0.08143664/
231,0.09025401/
232,0.14195162/
233,0.1407838/
234,0.08292401/
235,0.11821246/
236,0.0970859/
237,0.09948815/
238,0.13446122/
239,0.098337054/
240,0.13065197/
241,0.18071476/
242,0.115225025/
243,0.09559819/
244,0.17677319/
245,0.12684627/
246,0.08991781/
247,0.19393729/
248,0.15580009/
249,0.1311745/
250,0.07832284/
251,0.14773667/
252,0.110641435/
253,0.11447474/
254,0.14296894/
255,0.13178577/
256,0.12531644/
257,0.12076476/
258,0.11990683/
259,0.10226034/
260,0.078302816/
261,0.072492555/
262,0.08951896/
263,0.18567412/
264,0.13714334/
265,0.10803739/
266,0.089141905/
267,0.093327/
268,0.13581394/
269,0.07766196/
270,0.12362541/
271,0.13173448/
272,0.07490082/
273,0.11897138/
274,0.08581227/
275,0.1082779/
276,0.0841946/
277,0.11031618/
278,0.046565562/
279,0.11762573/
280,0.09806578/
281,0.0858555/
282,0.1264447/
283,0.09013328/
284,0.1177667/
285,0.11252436/
286,0.09693094/
287,0.07256295/
288,0.12064236/
289,0.08552473/
290,0.18086316/
291,0.16568764/
292,0.11661451/
293,0.080801934/
294,0.10343573/
295,0.1420896/
296,0.10743545/
297,0.11001566/
298,0.106612355/
299,0.08552806/
300,0.10545085/
301,0.13186911/
302,0.1306568/
303,0.12238991/
304,0.08384374/
305,0.07305989/
306,0.09569417/
307,0.09565834/
308,0.07632623/
309,0.100284874/
310,0.07700722/
311,0.11545121/
312,0.12745078/
313,0.07349906/
314,0.09942974/
315,0.093960404/
316,0.073002875/
317,0.12277223/
318,0.10886764/
319,0.10214391/
320,0.13646406/
